time,open,high,low,close
-249789600,1.09,1.09,1.09,1.09
-247370400,1.09,1.09,1.09,1.09
-244605600,1.09,1.09,1.09,1.09
-242103600,1.09,1.09,1.09,1.09
-239425200,1.09,1.09,1.09,1.09
-236746800,1.09,1.09,1.09,1.09
-234154800,1.09,1.09,1.09,1.09
-231303600,1.09,1.09,1.09,1.09
-228884400,1.09,1.09,1.09,1.09
-226202400,1.09,1.09,1.09,1.09
-223437600,1.09,1.09,1.09,1.09
-220932000,1.29,1.29,1.29,1.29
-218253600,1.29,1.29,1.29,1.29
-215834400,1.29,1.29,1.29,1.29
-213156000,1.29,1.29,1.29,1.29
-210567600,1.29,1.29,1.29,1.29
-207716400,1.295,1.295,1.295,1.295
-205297200,1.296,1.296,1.296,1.296
-202618800,1.295,1.295,1.295,1.295
-199854000,1.291,1.291,1.291,1.291
-197348400,1.294,1.294,1.294,1.294
-194666400,1.294,1.294,1.294,1.294
-191988000,1.292,1.292,1.292,1.292
-189396000,1.292,1.292,1.292,1.292
-186544800,1.294,1.294,1.294,1.294
-184125600,1.303,1.303,1.303,1.303
-181533600,1.293,1.293,1.293,1.293
-178945200,1.292,1.292,1.292,1.292
-176266800,1.292,1.292,1.292,1.292
-173674800,1.294,1.294,1.294,1.294
-170823600,1.299,1.299,1.299,1.299
-168318000,1.309,1.309,1.309,1.309
-165726000,1.3,1.3,1.3,1.3
-162957600,1.298,1.298,1.298,1.298
-160452000,1.313,1.313,1.313,1.313
-157773600,1.302,1.302,1.302,1.302
-155095200,1.301,1.301,1.301,1.301
-152676000,1.296,1.296,1.296,1.296
-149997600,1.3,1.3,1.3,1.3
-147236400,1.292,1.292,1.292,1.292
-144730800,1.288,1.288,1.288,1.288
-142138800,1.29,1.29,1.29,1.29
-139374000,1.294,1.294,1.294,1.294
-136782000,1.295,1.295,1.295,1.295
-134190000,1.293,1.293,1.293,1.293
-131508000,1.294,1.294,1.294,1.294
-128916000,1.297,1.297,1.297,1.297
-126064800,1.295,1.295,1.295,1.295
-123559200,1.293,1.293,1.293,1.293
-121140000,1.29,1.29,1.29,1.29
-118461600,1.295,1.295,1.295,1.295
-115786800,1.29,1.29,1.29,1.29
-113194800,1.295,1.295,1.295,1.295
-110602800,1.301,1.301,1.301,1.301
-107924400,1.308,1.308,1.308,1.308
-105246000,1.307,1.307,1.307,1.307
-102481200,1.296,1.296,1.296,1.296
-99972000,1.296,1.296,1.296,1.296
-97380000,1.305,1.305,1.305,1.305
-94615200,1.293,1.293,1.293,1.293
-92023200,1.3,1.3,1.3,1.3
-89604000,1.296,1.296,1.296,1.296
-86752800,1.304,1.304,1.304,1.304
-84337200,1.611,1.611,1.611,1.611
-81658800,1.696,1.696,1.696,1.696
-78894000,1.844,1.844,1.844,1.844
-76388400,1.682,1.682,1.682,1.682
-73710000,1.71,1.71,1.71,1.71
-71031600,1.878,1.878,1.878,1.878
-68436000,2.032,2.032,2.032,2.032
-65844000,2.253,2.253,2.253,2.253
-63165600,1.932,1.932,1.932,1.932
-60487200,2.156,2.156,2.156,2.156
-57981600,2.225,2.225,2.225,2.225
-55303200,2.345,2.345,2.345,2.345
-52714800,2.43,2.43,2.43,2.43
-49863600,2.501,2.501,2.501,2.501
-47444400,2.205,2.205,2.205,2.205
-44766000,2.268,2.268,2.268,2.268
-42001200,2.135,2.135,2.135,2.135
-39495600,1.908,1.908,1.908,1.908
-36813600,1.939,1.939,1.939,1.939
-34135200,1.974,1.974,1.974,1.974
-31543200,2.001,2.001,2.001,2.001
-28692000,1.823,1.823,1.823,1.823
-26272800,1.83,1.83,1.83,1.83
-23767200,1.767,1.767,1.767,1.767
-21178800,1.78,1.78,1.78,1.78
-18414000,1.594,1.594,1.594,1.594
-15908400,1.602,1.602,1.602,1.602
-13230000,1.7,1.7,1.7,1.7
-10551600,1.897,1.897,1.897,1.897
-7959600,1.995,1.995,1.995,1.995
-5104800,1.93,1.93,1.93,1.93
-2685600,1.832,1.832,1.832,1.832
-7200,1.84,1.93,1.81,1.91
2757600,1.895,1.925,1.88,1.9
5176800,1.905,1.925,1.86,1.89
7768800,1.9,1.903,1.7,1.71
10357200,1.72,1.745,1.575,1.6
13035600,1.61,1.675,1.59,1.612
15627600,1.625,1.785,1.605,1.775
18478800,1.775,1.86,1.735,1.839
20984400,1.845,1.86,1.705,1.705
23576400,1.697,1.81,1.697,1.803
26344800,1.805,1.83,1.607,1.607
28850400,1.62,1.664,1.57,1.635
31528800,1.655,1.72,1.565,1.604
34207200,1.6,1.628,1.579,1.6
36626400,1.618,1.709,1.618,1.703
39304800,1.724,1.752,1.68,1.698
42066000,1.677,1.714,1.608,1.621
44571600,1.617,1.641,1.568,1.577
47163600,1.595,1.609,1.544,1.595
49928400,1.595,1.616,1.491,1.505
52520400,1.493,1.503,1.384,1.392
55112400,1.393,1.393,1.295,1.307
57794400,1.296,1.344,1.288,1.337
60386400,1.35,1.433,1.35,1.38
63237600,1.387,1.53,1.387,1.52
65743200,1.542,1.542,1.463,1.465
68248800,1.481,1.581,1.481,1.575
71100000,1.605,1.605,1.542,1.584
73515600,1.6,1.605,1.538,1.538
76194000,1.549,1.591,1.548,1.574
78958800,1.57,1.832,1.57,1.82
81464400,1.832,1.909,1.791,1.895
84142800,1.897,1.914,1.674,1.751
86821200,1.763,1.858,1.763,1.834
89416800,1.857,1.885,1.789,1.885
92008800,1.895,2.048,1.895,2.042
94687200,2.032,2.05,1.962,2.046
97365600,2.052,2.49,2.044,2.49
99784800,2.575,2.575,2.185,2.225
102549600,2.217,2.304,2.115,2.182
105051600,2.17,2.62,2.154,2.607
107730000,2.675,2.716,2.487,2.695
110408400,2.69,2.716,2.69,2.716
113000400,2.716,2.716,2.565,2.619
115851600,2.629,2.86,2.55,2.778
118270800,2.76,3.048,2.73,2.857
120952800,2.87,2.98,2.767,2.973
123717600,3.005,3.284,3.005,3.284
126223200,3.345,4.015,3.27,3.945
128898000,4.12,6.7,4.12,5.63
131317200,5.42,5.695,4.985,5.325
133995600,5.24,5.78,4.315,5.78
136587600,5.54,6.06,4.63,4.98
139438800,4.59,5.329,4.59,4.725
141858000,4.6,5.17,3.945,4.91
144536400,4.78,4.78,4.1,4.1
147301200,3.99,4.405,3.85,4.405
149806800,4.485,5.2,4.485,4.91
152488800,4.76,5.16,4.255,4.65
155167200,4.54,4.82,4.085,4.37
157759200,4.27,4.43,3.945,4.095
160610400,4.15,4.59,4.08,4.4
163026000,4.4,4.572,4.21,4.235
165531600,4.275,4.41,4.045,4.34
168123600,4.3,4.685,4.3,4.52
170888400,4.39,4.58,4.39,4.56
173394000,4.5,5.085,4.5,4.96
176072400,5.03,5.225,4.57,4.57
178750800,4.385,4.625,4.385,4.505
181342800,4.525,4.535,4.155,4.155
184197600,4.22,4.46,4.21,4.21
186616800,4.075,4.28,3.91,4.165
189295200,4.165,4.325,3.815,3.965
192060000,4.035,4.225,3.917,4.205
194479200,4.17,4.3,4.045,4.08
197157600,4.065,4.565,4.065,4.455
199918800,4.415,4.655,4.347,4.65
202424400,4.725,4.945,4.66,4.835
205016400,4.95,5.1,4.46,4.535
207781200,4.425,4.425,4.045,4.15
210373200,4.23,4.415,4.14,4.33
212965200,4.36,4.36,4.14,4.325
215647200,4.315,4.525,4.23,4.26
218239200,4.285,4.4,4.285,4.375
221090400,4.37,4.515,4.3,4.47
223596000,4.455,4.72,4.455,4.72
226015200,4.71,4.96,4.71,4.79
228693600,4.845,4.87,4.675,4.712
231368400,4.775,4.796,4.5,4.525
233960400,4.575,4.575,4.323,4.465
236552400,4.415,4.62,4.39,4.5
239230800,4.455,4.57,4.33,4.449
241909200,4.475,4.66,4.43,4.66
244674000,4.65,4.86,4.625,4.855
247183200,4.85,4.945,4.69,4.74
249775200,4.725,4.789,4.61,4.78
252540000,4.91,5.025,4.829,4.941
255132000,4.95,5.035,4.836,4.968
257551200,4.933,5.465,4.933,5.41
260402400,5.396,5.396,4.896,4.985
262818000,4.951,5.408,4.951,5.408
265496400,5.383,5.471,5.23,5.265
268261200,5.259,5.61,5.15,5.577
270766800,5.589,5.678,5.347,5.506
273445200,5.52,5.7,5.428,5.645
276123600,5.66,6.296,5.66,6.17
278719200,5.94,6.05,5.671,5.915
281311200,5.96,6.074,5.83,6.074
283989600,5.97,6.75,5.96,6.75
286668000,6.66,7.93,6.66,7.78
289087200,7.76,7.76,7.12,7.43
291852000,7.54,7.85,7.28,7.85
294354000,7.99,8.77,7.95,8.6
297032400,8.57,8.76,8.3,8.580001
299710800,8.55,9.68,8.55,9.06
302302800,8.95,10.48,8.73,10.48
305154000,10.91,16.85,10.91,16.5
307573200,18,18,15.45,16.4
310255200,16.32,18.77,15.87,18.77
313020000,19.84,28,18.75,28
315525600,37.75,48,33.65,34
318204000,34.8,39,31,35.2
320882400,34.25,36.7,11.1,14.25
323388000,14,16.4,13.1,13.59
325976400,12.15,13.55,10.8,13.55
328741200,14.8,17.65,14.18,16.48
331246800,16.7,16.95,15.15,15.8
333925200,15.57,16.33,15.57,16.15
336603600,16.24,24.25,16.23,20.45
339195600,21.39,21.8,18.47,18.9
342050400,19.4,19.65,17.68,18.77
344469600,18.85,18.85,14.32,15.65
347148000,15.65,16.45,12.72,13.4
349912800,12.99,14.05,12.37,12.4
352332000,11.58,13.25,11.52,11.9
354924000,12.1,12.27,10.9,11.03
357512400,11.14,11.34,10.31,10.65
360190800,10.86,10.86,8.57,8.62
362782800,8.650001,9.1,8.29,8.55
365634000,8.3,9.64,8.3,9.190001
368139600,9.190001,11.65,8.75,9.1
370731600,9.280001,9.63,8.96,9.17
373500000,9.25,9.25,8.030001,8.13
376005600,8.030001,8.92,7.95,8.25
378684000,8.02,8.32,7.81,8.280001
381362400,8.06,8.66,7.79,7.79
383781600,7.82,7.82,6.9,7.06
386460000,7.15,7.59,6.94,7.12
389221200,6.89,6.89,6.26,6.26
391726800,6.03,6.06,4.88,5.94
394318800,5.8,7.31,5.57,6.56
397083600,6.93,8.31,6.22,7.97
399675600,7.64,9.31,7.64,8.11
402267600,8.3,10.34,7.96,10.01
404949600,10.27,10.83,9.18,9.85
407541600,10.08,11.21,10.08,10.9
410392800,10.95,13.86,10.86,13.86
412898400,14.26,14.75,11.95,11.95
415317600,10.63,11.28,10.13,10.63
417996000,10.8,12.37,10.8,11.85
420670800,12.06,13.6,12.06,13.6
423262800,12.63,12.63,11.09,11.6
425854800,11.62,12.5,11.3,12.16
428533200,11.54,12.71,11.52,12.04
431211600,12.19,12.32,11.23,11.23
433976400,10.33,10.43,8.71,8.75
436485600,8.48,9.7,8.34,9.7
439077600,9.46,9.97,8.54,8.95
441842400,8.580001,8.580001,7.9,8.51
444434400,8.73,9.81,8.7,9.59
446940000,9.530001,10.04,9.39,9.73
449704800,9.62,9.62,8.900001,8.900001
452206800,8.98,9.26,8.63,9.21
454885200,9.45,9.45,8.32,8.38
457563600,8.3,8.3,6.9,7.05
460155600,7.09,7.92,7.09,7.45
463006800,7.15,7.64,7.02,7.45
465426000,7.5,7.66,7.14,7.2
468108000,7.35,7.8,7.03,7.03
470872800,7.04,7.14,6.26,6.36
473378400,6.15,6.37,5.8,6.37
476056800,6.23,6.33,5.61,5.65
478476000,5.69,6.74,5.57,6.67
481154400,6.52,6.72,6.16,6.27
483742800,6.16,6.65,6.02,6.21
486594000,6.07,6.39,6.07,6.14
489013200,6.04,6.36,5.905,6.27
491691600,6.19,6.39,6.11,6.26
494456400,6.15,6.17,5.88,6.04
496962000,6.03,6.33,6.03,6.09
499644000,6.15,6.28,6,6.17
502322400,6.04,6.08,5.71,5.83
504914400,5.73,6.2,5.73,6.08
507765600,6.03,6.03,5.61,5.61
510184800,5.51,5.77,5.33,5.33
512690400,5.12,5.47,5.05,5.1
515278800,5.12,5.25,4.87,5.25
518043600,5.16,5.38,5.01,5.13
520549200,5.09,5.11,4.99,5.08
523227600,5.22,5.51,5.11,5.16
525906000,5.19,6,5.19,5.58
528498000,5.57,5.81,5.55,5.65
531352800,5.73,5.81,5.24,5.24
533772000,5.44,5.47,5.27,5.37
536450400,5.44,5.68,5.36,5.52
539215200,5.57,5.57,5.39,5.47
541634400,5.45,6.31,5.45,6.31
544226400,6.28,10.2,6.28,7.83
546814800,8.080001,9.37,7.41,7.61
549493200,7.34,7.86,6.84,7.15
552085200,7.24,8.26,7.24,8.26
554936400,8.64,8.8,7.39,7.45
557442000,7.28,7.72,7.28,7.59
560034000,7.51,8.2,6.91,6.95
562802400,6.98,7.07,6.36,7.07
565308000,6.99,7,6.6,6.7
567986400,6.52,7,6.5,6.5
570664800,6.56,6.58,6.12,6.12
573170400,6.25,6.73,6.16,6.71
575848800,6.83,6.83,6.37,6.45
578523600,6.43,6.76,6.34,6.630001
581115600,6.8,7.37,6.630001,6.68
583707600,6.76,7.82,6.71,6.82
586386000,6.880001,6.880001,6.5,6.57
589064400,6.58,6.630001,6.12,6.15
591829200,6.26,6.42,6.21,6.31
594338400,6.27,6.47,6.01,6.11
596930400,6.09,6.21,6.01,6.02
599695200,6.07,6.17,5.82,5.82
602287200,5.89,5.99,5.8,5.86
604706400,5.79,6.14,5.76,5.79
607554000,5.8,5.87,5.62,5.62
609973200,5.66,5.67,5.12,5.17
612651600,5.21,5.47,5.14,5.16
615416400,5.25,5.41,5.16,5.28
617922000,5.26,5.32,5.06,5.06
620600400,5.05,5.29,5.02,5.22
623278800,5.23,5.25,5.05,5.17
625874400,5.17,5.84,5.17,5.74
628466400,5.69,5.74,5.14,5.18
631144800,5.21,5.34,5.19,5.2
633823200,5.27,5.39,5.1,5.11
636242400,5.14,5.14,4.91,4.96
639003600,4.94,5.17,4.92,4.96
641509200,5.02,5.3,5,5.08
644187600,5.05,5.07,4.78,4.9
646866000,4.92,5.01,4.8,4.81
649458000,4.8,5.33,4.47,4.78
652309200,4.83,4.94,4.72,4.77
654728400,4.77,4.86,4.06,4.17
657410400,4.17,4.4,4.08,4.14
660175200,4.15,4.34,3.95,4.21
662680800,4.13,4.5,3.75,3.84
665359200,3.84,3.98,3.46,3.74
667778400,3.74,4.21,3.72,3.85
670456800,3.885,4.14,3.84,3.99
673045200,3.96,4.19,3.94,4.12
675896400,4.18,4.62,4.12,4.42
678315600,4.45,4.56,4,4.08
680994000,4.08,4.11,3.81,3.83
683758800,3.83,4.27,3.83,4.14
686264400,4.17,4.22,4.03,4.1
688946400,4.08,4.18,3.99,4.08
691624800,4.09,4.1,3.82,3.9
694216800,3.86,4.39,3.86,4.17
697068000,4.18,4.27,4.05,4.11
699487200,4.09,4.19,4.01,4.13
702079200,4.16,4.16,3.93,4
704667600,4.01,4.15,3.99,4.01
707346000,3.99,4.14,3.98,4.04
709938000,4.05,4.09,3.85,3.93
712789200,3.91,4,3.64,3.72
715294800,3.72,3.9,3.68,3.75
717886800,3.75,3.83,3.7,3.76
720655200,3.76,3.96,3.64,3.74
723160800,3.74,3.79,3.66,3.68
725839200,3.64,3.74,3.64,3.66
728517600,3.65,3.77,3.54,3.59
730936800,3.58,3.9,3.55,3.88
733615200,3.85,4.39,3.79,4.39
736376400,4.38,4.72,4.23,4.6
738882000,4.6,4.64,4.18,4.55
741474000,4.53,5.4,4.53,5.4
744238800,5.36,5.46,4.51,4.84
746830800,4.82,4.84,3.91,4.06
749422800,4.08,4.58,4.03,4.36
752104800,4.25,4.74,4.18,4.44
754696800,4.56,5.13,4.56,5.09
757548000,5.1,5.33,4.94,5.14
760053600,5.11,5.47,5.11,5.35
762472800,5.35,5.79,5.17,5.74
765151200,5.75,5.8,5.1,5.34
767826000,5.34,5.75,5.09,5.52
770418000,5.52,5.64,5.21,5.38
773010000,5.36,5.46,5.13,5.31
775688400,5.32,5.46,5.05,5.43
778366800,5.42,5.73,5.37,5.59
781131600,5.66,5.66,5.25,5.25
783640800,5.28,5.32,4.9,4.9
786232800,4.91,4.91,4.57,4.87
788997600,4.73,4.91,4.6,4.66
791589600,4.66,4.83,4.5,4.53
794008800,4.39,5.3,4.39,5.3
796856400,5.29,5.86,5.24,5.72
799275600,5.85,6.1,5.27,5.3
801954000,5.35,5.55,5.06,5.06
804718800,5.1,5.35,5.05,5.05
807224400,5.31,5.8,5.1,5.35
809902800,5.35,5.55,5.22,5.48
812581200,5.3,5.45,5.29,5.35
815176800,5.31,5.43,5.17,5.24
817768800,5.22,5.3,5.11,5.16
820447200,5.4,5.61,5.38,5.57
823125600,5.78,5.86,5.46,5.5
825631200,5.5,5.69,5.39,5.53
828309600,5.55,5.56,5.26,5.3
830898000,5.39,5.49,5.29,5.33
833749200,5.38,5.38,5.01,5.02
836168400,5.06,5.15,4.94,5.15
838846800,5.11,5.27,5.04,5.16
841611600,5.16,5.17,4.85,4.87
844117200,4.9,5.05,4.81,4.81
846799200,4.8,4.96,4.71,4.74
849477600,4.7,5.03,4.7,5.03
852069600,4.75,5.04,4.64,4.92
854920800,4.91,5.33,4.85,5.33
857340000,5.29,5.29,5.04,5.06
859845600,5.03,5.04,4.61,4.67
862434000,4.68,4.93,4.64,4.72
865198800,4.74,4.9,4.63,4.63
867704400,4.67,4.69,4.19,4.48
870382800,4.47,4.82,4.33,4.72
873061200,4.76,5.11,4.58,5.09
875653200,5.07,5.12,4.89,4.98
878508000,4.91,5.11,4.91,5.11
880927200,5.97,6.39,5.82,6
883605600,5.92,5.92,5.85,5.85
886370400,6.76,7.28,6.02,6.02
888789600,6.35,6.45,5.88,6.41
891381600,6.36,6.67,6.21,6.31
893970000,6.16,6.26,5.27,5.27
896648400,5.34,5.37,5.17,5.32
899240400,5.46,5.65,5.32,5.65
902091600,5.35,5.42,4.65,4.67
904597200,4.95,5.04,4.95,5.04
907189200,4.92,5.07,4.84,5.07
909957600,4.95,5.14,4.86,4.86
912463200,4.87,5.07,4.62,5.02
915141600,4.92,5.36,4.92,5.23
917820000,5.32,5.78,5.32,5.63
920239200,5.54,5.54,4.96,4.96
922917600,4.98,5.4,4.87,5.4
925678800,4.89,5.53,4.88,4.88
928184400,4.98,5.24,4.87,5.22
930776400,5.25,5.45,5.02,5.43
933541200,5.43,5.56,5.07,5.15
936133200,5.17,5.93,5.08,5.62
938725200,5.58,5.73,5.16,5.21
941407200,5.38,5.38,5.02,5.2
943999200,5.19,5.43,5.03,5.4
946850400,5.4,5.4,5.09,5.23
949356000,5.24,5.54,5.04,5.06
951861600,5.06,5.25,4.91,5
954709200,5,5.19,4.92,4.95
957128400,4.95,5.12,4.88,4.91
959806800,4.91,5.13,4.89,5.02
962571600,5.01,5.02,4.9,4.98
965077200,4.99,5.01,4.77,4.96
967755600,4.96,4.96,4.81,4.87
970434000,4.87,4.97,4.69,4.73
973029600,4.75,4.93,4.6,4.68
975621600,4.68,4.77,4.55,4.59
978300000,4.6,4.92,4.47,4.77
980978400,4.78,4.81,4.39,4.47
983397600,4.48,4.57,4.29,4.29
986158800,4.29,4.52,4.28,4.33
988664400,4.33,4.69,4.195,4.39
991342800,4.39,4.53,4.29,4.31
994021200,4.3,4.39,4.2,4.23
996613200,4.23,4.29,4.13,4.18
999464400,4.19,4.74,4.14,4.63
1001883600,4.63,4.69,4.19,4.21
1004565600,4.23,4.28,4.05,4.16
1007330400,4.16,4.67,4.14,4.61
1009836000,4.61,4.87,4.23,4.23
1012514400,4.24,4.615,4.24,4.5
1014933600,4.5,4.695,4.45,4.63
1017612000,4.63,4.74,4.41,4.53
1020200400,4.53,5.06,4.52,5
1023051600,5,5.135,4.66,4.82
1025470800,4.82,5.15,4.57,4.59
1028149200,4.59,4.725,4.32,4.45
1030914000,4.45,4.69,4.43,4.52
1033419600,4.52,4.57,4.25,4.5
1036101600,4.5,4.67,4.38,4.43
1038780000,4.43,4.85,4.38,4.77
1041372000,4.77,4.97,4.6,4.83
1044223200,4.83,4.98,4.46,4.59
1046642400,4.59,4.7,4.34,4.45
1049148000,4.45,4.66,4.36,4.64
1051736400,4.64,4.88,4.51,4.52
1054501200,4.52,4.64,4.43,4.55
1057006800,4.55,5.22,4.54,5.13
1059685200,5.13,5.17,4.83,5.1
1062363600,5.1,5.35,4.95,5.11
1064955600,5.1,5.2,4.73,5.04
1067810400,5.04,5.45,4.9,5.34
1070229600,5.33,6,5.33,5.93
1072908000,5.93,6.74,5.93,6.23
1075672800,6.22,6.86,5.95,6.68
1078092000,6.69,7.92,6.54,7.91
1080770400,7.9,8.44,5.54,6.06
1083531600,6.06,6.23,5.45,6.16
1086037200,6.16,6.19,5.54,5.8
1088629200,5.79,6.745,5.79,6.52
1091394000,6.55,6.98,6.38,6.74
1093986000,6.73,6.92,6.04,6.88
1096578000,6.9,7.48,6.66,7.24
1099260000,7.13,7.8,6.9,7.69
1101852000,7.7,8.155,6.57,6.79
1104703200,6.79,6.865,6.26,6.71
1107208800,6.72,7.72,6.47,7.28
1109628000,7.29,7.62,6.82,7.1
1112306400,7.11,7.33,6.87,6.89
1114981200,6.9,7.45,6.785,7.37
1117573200,7.37,7.64,7,7.02
1120165200,7.02,7.235,6.83,7.19
1122843600,7.21,7.32,6.66,6.82
1125522000,6.81,7.59,6.76,7.45
1128286800,7.415,7.89,7.32,7.56
1130796000,7.55,8.385,7.38,8.23
1133388000,8.24,9.235,8.19,8.81
1136152800,8.81,9.93,8.71,9.81
1138744800,9.83,9.93,9.06,9.74
1141164000,9.74,11.928,9.67,11.518
1144011600,11.518,14.75,11.518,13.725
1146430800,13.725,15.24,11.95,12.545
1149109200,12.545,12.575,9.455,11.1
1151874000,11.1,11.82,10.46,11.435
1154379600,11.435,12.92,11.3,12.849
1157058000,12.849,13.275,10.29,11.438
1159736400,11.438,12.29,10.57,12.285
1162332000,12.285,13.995,12.265,13.945
1164924000,13.945,14.185,12.293,12.91
1167602400,12.91,13.648,12.048,13.505
1170280800,13.505,14.728,13.233,14.115
1172700000,14.115,14.335,12.41,13.383
1175461200,13.383,14.12,13.013,13.405
1177966800,13.405,13.59,12.708,13.43
1180645200,13.43,13.82,12.143,12.428
1183323600,12.423,13.51,12.355,12.88
1185915600,12.88,13.2,11.081,12.078
1188766800,12.078,13.87,12.013,13.763
1191186000,13.763,14.585,13.085,14.52
1193864400,14.52,16.225,13.805,13.985
1196632800,13.985,14.914,13.61,14.803
1199138400,14.803,17.0175,14.793,16.92
1201816800,16.92,19.95,16.205,19.815
1204495200,19.815,21.355,16.65,17.245
1206997200,17.245,18.76,16.288,16.88
1209589200,16.88,18.343,16,16.877
1212354000,16.877,17.869,16.248,17.41
1214859600,17.41,19.478,16.835,17.753
1217538000,17.753,17.793,12.125,13.605
1220216400,13.605,13.793,10.228,12.03
1222808400,12.03,12.966,8.458,9.85
1225663200,9.85,10.798,8.81,10.308
1228082400,10.3,11.604,9.15,11.39
1230760800,11.39,12.683,10.3505,12.678
1233525600,12.678,14.64,12.1855,13.133
1235944800,13.145,13.9075,11.923,12.973
1238533200,12.973,13.228,11.82,12.383
1241125200,12.383,15.748,12.0655,15.74
1243803600,15.77,16.241,13.483,13.602
1246395600,13.602,14.1095,12.4625,13.933
1249246800,13.933,15.1945,13.512,14.909
1251752400,14.909,17.66,14.6515,16.648
1254344400,16.648,18.1005,15.9135,16.309
1257112800,16.316,18.932,16.25,18.496
1259618400,18.496,19.4675,16.7425,16.861
1262296800,16.861,18.891,16.013,16.208
1264975200,16.238,16.9365,14.6535,16.47
1267394400,16.47,17.6385,16.328,17.48
1270069200,17.48,18.76,17.47,18.64
1272834000,18.652,19.8225,17.0735,18.564
1275339600,18.564,19.468,17.193,18.621
1277931600,18.621,18.669,17.338,18.018
1280696400,18.005,19.408,17.758,19.369
1283288400,19.369,22.084,19.294,21.754
1285880400,21.754,24.917,21.715,24.748
1288558800,24.725,29.345,23.941,28.088
1291154400,28.088,30.948,27.977,30.91
1294005600,30.91,31.251,26.398,28.07
1296511200,28.07,34.338,27.879,33.889
1298930400,33.889,38.16184,33.5755,37.65517
1301605200,37.65517,49.81428,37.0767,47.905
1304283600,47.995,48.17275,32.343,38.5179
1306875600,38.5179,38.52096,33.38756,34.68933
1309467600,34.68933,41.45287,33.46725,39.895
1312146000,39.8625,44.21831,37.00657,41.56206
1314824400,41.56206,43.39515,26.10174,29.92132
1317589200,29.975,35.67551,28.43533,34.29489
1320094800,34.29489,35.33869,30.68261,32.81673
1322690400,32.81673,33.69044,26.17557,27.84517
1325455200,27.84517,34.12816,27.84517,33.16421
1328047200,33.16421,37.50884,32.65512,34.65708
1330552800,34.65708,35.65172,31.10798,32.24274
1333314000,32.24374,33.30057,29.98207,31.02702
1335819600,31.02702,31.34335,26.7703,27.7148
1338498000,27.7148,29.90471,26.1385,27.49413
1341176400,27.49413,28.46912,26.48325,27.98533
1343768400,27.98533,31.77165,27.00085,31.72219
1346619600,31.72219,35.19678,31.53793,34.48978
1349038800,34.48978,35.39923,31.52892,32.24992
1351717200,32.24992,34.40722,30.6646,33.42159
1354485600,33.42159,33.85026,29.60153,30.287685
1356991200,30.287685,32.47731,29.23146,31.451515
1359669600,31.451515,32.15108,28.28498,28.538645
1362088800,28.538645,29.36465,27.95367,28.34445
1364763600,28.34445,28.39632,22.06088,24.340745
1367355600,24.340745,24.445065,20.269995,22.266995
1370206800,22.266995,22.982365,18.21872,19.67184
1372626000,19.67184,20.612655,18.713305,19.85025
1375304400,19.85025,25.11928,19.166105,23.524085
1378069200,23.524085,24.495735,21.206005,21.70003
1380574800,21.70003,23.089,20.50844,21.911895
1383253200,21.911895,22.07119,19.59687,19.99036
1385935200,19.99036,20.490615,18.64132,19.45357
1388527200,19.45357,20.62452,19.008255,19.17903
1391378400,19.17903,22.17988,19.08832,21.22403
1393797600,21.22403,21.785825,19.57927,19.773005
1396299600,19.773005,20.39808,18.95197,19.198955
1398891600,19.198955,19.99379,18.58809,18.82233
1401656400,18.82233,21.20613,18.67135,21.032485
1404162000,21.032485,21.57831,20.31341,20.393555
1406840400,20.393555,20.549175,19.32127,19.46315
1409518800,19.46315,19.53854,16.87253,16.976085
1412110800,16.976085,17.824625,15.76637,16.159315
1414965600,16.159315,16.72888,15.06909,15.451415
1417384800,15.451415,17.32212,14.3295,15.59974
1420063200,15.59974,18.49,15.5416,17.24308
1422828000,17.24308,17.75105,16.08972,16.599115
1425247200,16.599115,17.41695,15.294105,16.660995
1427835600,16.660995,17.325045,15.604205,16.15339
1430427600,16.15339,17.77883,15.917275,16.74658
1433106000,16.74658,17.188055,15.49069,15.73206
1435698000,15.73206,15.94206,14.379215,14.78433
1438549200,14.78433,15.68039,13.98365,14.633455
1441054800,14.633455,15.446675,14.287775,14.517785
1443646800,14.517785,16.36205,14.40099,15.55613
1446415200,15.55613,15.566565,13.91839,14.084555
1448920800,14.084555,14.64647,13.64952,13.83688
1451599200,13.83688,14.57413,13.74983,14.270355
1454277600,14.270355,15.955035,14.20305,14.914745
1456783200,14.914745,16.14061,14.72535,15.43907
1459458000,15.43907,17.96135,14.79035,17.83992
1462136400,17.83992,18.01488,15.9051,15.993825
1464728400,15.993825,18.8131,15.82215,18.71444
1467320400,18.71444,21.145285,18.71444,20.33693
1469998800,20.33693,20.78443,18.39602,18.66028
1472677200,18.66028,20.13724,18.5954,19.18112
1475442000,19.18112,19.31858,17.0971,17.898145
1477947600,17.898145,19.005785,16.174305,16.51112
1480543200,16.51112,17.2341,15.63445,15.94306
1483308000,15.94306,17.61722,15.90759,17.566195
1485900000,17.566195,18.48885,17.26824,18.30975
1488319200,18.30975,18.46917,16.82963,18.26015
1491166800,18.26015,18.67929,17.16711,17.20681
1493586000,17.20681,17.48023,16.06188,17.32989
1496264400,17.32989,17.75241,16.27416,16.621165
1499029200,16.621165,16.88192,15.1897,16.83274
1501534800,16.83274,17.66742,16.13324,17.57051
1504213200,17.57051,18.21535,16.62624,16.654145
1506891600,16.654145,17.46804,16.33539,16.713385
